"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2017","END OF DEC","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANDOVAL","043","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","12,159","8.0"
"CENSUS","2017","END OF DEC","","COUNTY","NEW MEXICO","35","NORTHWEST","10","SANTA FE","049","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","14,965","8.0"
"CENSUS","2017","END OF DEC","","COUNTY","NEW MEXICO","35","NORTHWEST","10","TAOS","055","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","5,121","8.0"
"CENSUS","2017","END OF DEC","","COUNTY","NEW MEXICO","35","NORTHWEST","10","VALENCIA","061","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","24,054","8.0"
"CENSUS","2017","END OF DEC","","COUNTY","NEW MEXICO","35","SOUTHEAST","90","CHAVES","005","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","193,315","8.0"
"CENSUS","2017","END OF DEC","","COUNTY","NEW MEXICO","35","SOUTHEAST","90","DONA ANA","013","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","66,423","8.0"
"CENSUS","2017","END OF DEC","","COUNTY","NEW MEXICO","35","SOUTHEAST","90","EDDY","015","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","39,602","8.0"
"CENSUS","2017","END OF DEC","","COUNTY","NEW MEXICO","35","SOUTHEAST","90","LEA","025","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","96,690","8.0"
"CENSUS","2017","END OF DEC","","COUNTY","NEW MEXICO","35","SOUTHEAST","90","LINCOLN","027","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","31,767","8.0"
"CENSUS","2017","END OF DEC","","COUNTY","NEW MEXICO","35","SOUTHEAST","90","OTERO","035","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","16,279","8.0"
"CENSUS","2017","END OF DEC","","COUNTY","NEW MEXICO","35","SOUTHWEST","70","CATRON","003","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","23,241","8.0"
"CENSUS","2017","END OF DEC","","COUNTY","NEW MEXICO","35","SOUTHWEST","70","GRANT","017","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","27,059","8.0"
"CENSUS","2017","END OF DEC","","COUNTY","NEW MEXICO","35","SOUTHWEST","70","HIDALGO","023","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","22,692","8.0"
"CENSUS","2017","END OF DEC","","COUNTY","NEW MEXICO","35","SOUTHWEST","70","LUNA","029","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","26,639","8.0"
"CENSUS","2017","END OF DEC","","COUNTY","NEW MEXICO","35","SOUTHWEST","70","SIERRA","051","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","20,267","8.0"
"CENSUS","2017","END OF DEC","","COUNTY","NEW MEXICO","35","SOUTHWEST","70","SOCORRO","053","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","42,521","8.0"
"CENSUS","2017","END OF DEC","","COUNTY","OREGON","41","NORTH CENTRAL","20","GILLIAM","021","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","10,665","14.0"
"CENSUS","2017","END OF DEC","","COUNTY","OREGON","41","NORTH CENTRAL","20","HOOD RIVER","027","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","898","14.0"
"CENSUS","2017","END OF DEC","","COUNTY","OREGON","41","NORTH CENTRAL","20","MORROW","049","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","149,340","14.0"
"CENSUS","2017","END OF DEC","","COUNTY","OREGON","41","NORTH CENTRAL","20","SHERMAN","055","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","3,369","14.0"
"CENSUS","2017","END OF DEC","","COUNTY","OREGON","41","NORTH CENTRAL","20","WASCO","065","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","21,600","14.0"
"CENSUS","2017","END OF DEC","","COUNTY","OREGON","41","NORTHEAST","30","BAKER","001","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","75,376","14.0"
"CENSUS","2017","END OF DEC","","COUNTY","OREGON","41","NORTHEAST","30","UMATILLA","059","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","56,415","14.0"
"CENSUS","2017","END OF DEC","","COUNTY","OREGON","41","NORTHEAST","30","UNION","061","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","24,573","14.0"
"CENSUS","2017","END OF DEC","","COUNTY","OREGON","41","NORTHEAST","30","WALLOWA","063","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","36,249","14.0"
"CENSUS","2017","END OF DEC","","COUNTY","OREGON","41","NORTHWEST","10","BENTON","003","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","8,165","14.0"
"CENSUS","2017","END OF DEC","","COUNTY","OREGON","41","NORTHWEST","10","CLACKAMAS","005","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","14,756","14.0"
"CENSUS","2017","END OF DEC","","COUNTY","OREGON","41","NORTHWEST","10","CLATSOP","007","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","4,016","14.0"
"CENSUS","2017","END OF DEC","","COUNTY","OREGON","41","NORTHWEST","10","COLUMBIA","009","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","4,775","14.0"
"CENSUS","2017","END OF DEC","","COUNTY","OREGON","41","NORTHWEST","10","LANE","039","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","26,392","14.0"
"CENSUS","2017","END OF DEC","","COUNTY","OREGON","41","NORTHWEST","10","LINCOLN","041","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","2,993","14.0"
"CENSUS","2017","END OF DEC","","COUNTY","OREGON","41","NORTHWEST","10","LINN","043","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","24,282","14.0"
"CENSUS","2017","END OF DEC","","COUNTY","OREGON","41","NORTHWEST","10","MARION","047","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","29,433","14.0"
"CENSUS","2017","END OF DEC","","COUNTY","OREGON","41","NORTHWEST","10","MULTNOMAH","051","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","1,284","14.0"
"CENSUS","2017","END OF DEC","","COUNTY","OREGON","41","NORTHWEST","10","POLK","053","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","13,108","14.0"
"CENSUS","2017","END OF DEC","","COUNTY","OREGON","41","NORTHWEST","10","TILLAMOOK","057","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","44,364","14.0"
"CENSUS","2017","END OF DEC","","COUNTY","OREGON","41","NORTHWEST","10","WASHINGTON","067","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","5,422","14.0"
"CENSUS","2017","END OF DEC","","COUNTY","OREGON","41","NORTHWEST","10","YAMHILL","071","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","21,920","14.0"
"CENSUS","2017","END OF DEC","","COUNTY","OREGON","41","SOUTHEAST","80","CROOK","013","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","47,399","14.0"
"CENSUS","2017","END OF DEC","","COUNTY","OREGON","41","SOUTHEAST","80","DESCHUTES","017","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","13,895","14.0"
"CENSUS","2017","END OF DEC","","COUNTY","OREGON","41","SOUTHEAST","80","GRANT","023","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","35,213","14.0"
"CENSUS","2017","END OF DEC","","COUNTY","OREGON","41","SOUTHEAST","80","HARNEY","025","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","96,972","14.0"
"CENSUS","2017","END OF DEC","","COUNTY","OREGON","41","SOUTHEAST","80","JEFFERSON","031","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","16,844","14.0"
"CENSUS","2017","END OF DEC","","COUNTY","OREGON","41","SOUTHEAST","80","KLAMATH","035","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","71,020","14.0"
"CENSUS","2017","END OF DEC","","COUNTY","OREGON","41","SOUTHEAST","80","LAKE","037","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","85,584","14.0"
"CENSUS","2017","END OF DEC","","COUNTY","OREGON","41","SOUTHEAST","80","MALHEUR","045","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","163,486","14.0"
"CENSUS","2017","END OF DEC","","COUNTY","OREGON","41","SOUTHEAST","80","WHEELER","069","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","15,228","14.0"
"CENSUS","2017","END OF DEC","","COUNTY","OREGON","41","SOUTHWEST","70","COOS","011","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","25,605","14.0"
"CENSUS","2017","END OF DEC","","COUNTY","OREGON","41","SOUTHWEST","70","CURRY","015","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","8,263","14.0"
"CENSUS","2017","END OF DEC","","COUNTY","OREGON","41","SOUTHWEST","70","DOUGLAS","019","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","58,852","14.0"
"CENSUS","2017","END OF DEC","","COUNTY","OREGON","41","SOUTHWEST","70","JACKSON","029","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","20,787","14.0"
"CENSUS","2017","END OF DEC","","COUNTY","OREGON","41","SOUTHWEST","70","JOSEPHINE","033","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","5,373","14.0"
"CENSUS","2017","END OF DEC","","COUNTY","UTAH","49","CENTRAL","50","JUAB","023","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","19,494","14.1"
"CENSUS","2017","END OF DEC","","COUNTY","UTAH","49","CENTRAL","50","MILLARD","027","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","56,875","14.1"
"CENSUS","2017","END OF DEC","","COUNTY","UTAH","49","CENTRAL","50","SANPETE","039","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","56,496","14.1"
"CENSUS","2017","END OF DEC","","COUNTY","UTAH","49","CENTRAL","50","SEVIER","041","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","47,169","14.1"
"CENSUS","2017","END OF DEC","","COUNTY","UTAH","49","CENTRAL","50","UTAH","049","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","54,299","14.1"
"CENSUS","2017","END OF DEC","","COUNTY","UTAH","49","EASTERN","60","CARBON","007","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","6,378","14.1"
"CENSUS","2017","END OF DEC","","COUNTY","UTAH","49","EASTERN","60","DAGGETT","009","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","3,671","14.1"
"CENSUS","2017","END OF DEC","","COUNTY","UTAH","49","EASTERN","60","DUCHESNE","013","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","54,683","14.1"
"CENSUS","2017","END OF DEC","","COUNTY","UTAH","49","EASTERN","60","EMERY","015","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","19,047","14.1"
"CENSUS","2017","END OF DEC","","COUNTY","UTAH","49","EASTERN","60","GRAND","019","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","5,393","14.1"
"CENSUS","2017","END OF DEC","","COUNTY","UTAH","49","EASTERN","60","SAN JUAN","037","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","14,591","14.1"
"CENSUS","2017","END OF DEC","","COUNTY","UTAH","49","EASTERN","60","SUMMIT","043","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","18,707","14.1"
"CENSUS","2017","END OF DEC","","COUNTY","UTAH","49","EASTERN","60","UINTAH","047","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","35,632","14.1"
"CENSUS","2017","END OF DEC","","COUNTY","UTAH","49","EASTERN","60","WASATCH","051","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","7,325","14.1"
"CENSUS","2017","END OF DEC","","COUNTY","UTAH","49","NORTHERN","10","BOX ELDER","003","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","78,614","14.1"
"CENSUS","2017","END OF DEC","","COUNTY","UTAH","49","NORTHERN","10","CACHE","005","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","57,695","14.1"
"CENSUS","2017","END OF DEC","","COUNTY","UTAH","49","NORTHERN","10","DAVIS","011","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","3,492","14.1"
"CENSUS","2017","END OF DEC","","COUNTY","UTAH","49","NORTHERN","10","MORGAN","029","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","7,910","14.1"
"CENSUS","2017","END OF DEC","","COUNTY","UTAH","49","NORTHERN","10","RICH","033","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","39,726","14.1"
"CENSUS","2017","END OF DEC","","COUNTY","UTAH","49","NORTHERN","10","SALT LAKE","035","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","2,060","14.1"
"CENSUS","2017","END OF DEC","","COUNTY","UTAH","49","NORTHERN","10","TOOELE","045","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","20,402","14.1"
"CENSUS","2017","END OF DEC","","COUNTY","UTAH","49","NORTHERN","10","WEBER","057","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","19,294","14.1"
"CENSUS","2017","END OF DEC","","COUNTY","UTAH","49","SOUTHERN","70","BEAVER","001","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","27,146","14.1"
"CENSUS","2017","END OF DEC","","COUNTY","UTAH","49","SOUTHERN","70","GARFIELD","017","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","14,764","14.1"
"CENSUS","2017","END OF DEC","","COUNTY","UTAH","49","SOUTHERN","70","IRON","021","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","36,720","14.1"
"CENSUS","2017","END OF DEC","","COUNTY","UTAH","49","SOUTHERN","70","KANE","025","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","8,493","14.1"
"CENSUS","2017","END OF DEC","","COUNTY","UTAH","49","SOUTHERN","70","PIUTE","031","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","17,823","14.1"
"CENSUS","2017","END OF DEC","","COUNTY","UTAH","49","SOUTHERN","70","WASHINGTON","053","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","12,670","14.1"
"CENSUS","2017","END OF DEC","","COUNTY","UTAH","49","SOUTHERN","70","WAYNE","055","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","18,156","14.1"
"CENSUS","2017","END OF DEC","","COUNTY","WASHINGTON","53","CENTRAL","20","BENTON","005","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","78,863","8.0"
"CENSUS","2017","END OF DEC","","COUNTY","WASHINGTON","53","CENTRAL","20","CHELAN","007","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","366","8.0"
"CENSUS","2017","END OF DEC","","COUNTY","WASHINGTON","53","CENTRAL","20","KITTITAS","037","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","26,758","8.0"
"CENSUS","2017","END OF DEC","","COUNTY","WASHINGTON","53","CENTRAL","20","KLICKITAT","039","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","20,439","8.0"
"CENSUS","2017","END OF DEC","","COUNTY","WASHINGTON","53","CENTRAL","20","OKANOGAN","047","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","39,801","8.0"
"CENSUS","2017","END OF DEC","","COUNTY","WASHINGTON","53","CENTRAL","20","YAKIMA","077","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","239,647","8.0"
"CENSUS","2017","END OF DEC","","COUNTY","WASHINGTON","53","EAST CENTRAL","50","ADAMS","001","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","47,301","8.0"
"CENSUS","2017","END OF DEC","","COUNTY","WASHINGTON","53","EAST CENTRAL","50","DOUGLAS","017","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","10,312","8.0"
"CENSUS","2017","END OF DEC","","COUNTY","WASHINGTON","53","EAST CENTRAL","50","FRANKLIN","021","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","79,525","8.0"
"CENSUS","2017","END OF DEC","","COUNTY","WASHINGTON","53","EAST CENTRAL","50","GRANT","025","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","177,149","8.0"
"CENSUS","2017","END OF DEC","","COUNTY","WASHINGTON","53","EAST CENTRAL","50","LINCOLN","043","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","17,532","8.0"
"CENSUS","2017","END OF DEC","","COUNTY","WASHINGTON","53","NORTHEAST","30","FERRY","019","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","4,611","8.0"
"CENSUS","2017","END OF DEC","","COUNTY","WASHINGTON","53","NORTHEAST","30","PEND OREILLE","051","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","4,304","8.0"
"CENSUS","2017","END OF DEC","","COUNTY","WASHINGTON","53","NORTHEAST","30","SPOKANE","063","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","19,028","8.0"
"CENSUS","2017","END OF DEC","","COUNTY","WASHINGTON","53","NORTHEAST","30","STEVENS","065","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","19,992","8.0"
"CENSUS","2017","END OF DEC","","COUNTY","WASHINGTON","53","SOUTHEAST","90","ASOTIN","003","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","9,884","8.0"
"CENSUS","2017","END OF DEC","","COUNTY","WASHINGTON","53","SOUTHEAST","90","COLUMBIA","013","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","3,955","8.0"
"CENSUS","2017","END OF DEC","","COUNTY","WASHINGTON","53","SOUTHEAST","90","GARFIELD","023","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","9,407","8.0"
"CENSUS","2017","END OF DEC","","COUNTY","WASHINGTON","53","SOUTHEAST","90","WALLA WALLA","071","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","53,961","8.0"
"CENSUS","2017","END OF DEC","","COUNTY","WASHINGTON","53","SOUTHEAST","90","WHITMAN","075","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","19,686","8.0"
"CENSUS","2017","END OF DEC","","COUNTY","WASHINGTON","53","WESTERN","10","CLALLAM","009","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","3,435","8.0"
"CENSUS","2017","END OF DEC","","COUNTY","WASHINGTON","53","WESTERN","10","CLARK","011","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","15,065","8.0"
"CENSUS","2017","END OF DEC","","COUNTY","WASHINGTON","53","WESTERN","10","COWLITZ","015","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","3,644","8.0"
"CENSUS","2017","END OF DEC","","COUNTY","WASHINGTON","53","WESTERN","10","GRAYS HARBOR","027","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","8,512","8.0"
"CENSUS","2017","END OF DEC","","COUNTY","WASHINGTON","53","WESTERN","10","ISLAND","029","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","5,482","8.0"
"CENSUS","2017","END OF DEC","","COUNTY","WASHINGTON","53","WESTERN","10","JEFFERSON","031","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","1,547","8.0"
"CENSUS","2017","END OF DEC","","COUNTY","WASHINGTON","53","WESTERN","10","KING","033","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","18,883","8.0"
"CENSUS","2017","END OF DEC","","COUNTY","WASHINGTON","53","WESTERN","10","KITSAP","035","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","1,166","8.0"
"CENSUS","2017","END OF DEC","","COUNTY","WASHINGTON","53","WESTERN","10","LEWIS","041","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","28,362","8.0"
"CENSUS","2017","END OF DEC","","COUNTY","WASHINGTON","53","WESTERN","10","MASON","045","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","2,047","8.0"
"CENSUS","2017","END OF DEC","","COUNTY","WASHINGTON","53","WESTERN","10","PACIFIC","049","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","6,637","8.0"
"CENSUS","2017","END OF DEC","","COUNTY","WASHINGTON","53","WESTERN","10","PIERCE","053","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","10,936","8.0"
"CENSUS","2017","END OF DEC","","COUNTY","WASHINGTON","53","WESTERN","10","SAN JUAN","055","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","1,706","8.0"
"CENSUS","2017","END OF DEC","","COUNTY","WASHINGTON","53","WESTERN","10","SKAGIT","057","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","29,525","8.0"
"CENSUS","2017","END OF DEC","","COUNTY","WASHINGTON","53","WESTERN","10","SKAMANIA","059","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","477","8.0"
"CENSUS","2017","END OF DEC","","COUNTY","WASHINGTON","53","WESTERN","10","SNOHOMISH","061","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","31,432","8.0"
"CENSUS","2017","END OF DEC","","COUNTY","WASHINGTON","53","WESTERN","10","THURSTON","067","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","18,203","8.0"
"CENSUS","2017","END OF DEC","","COUNTY","WASHINGTON","53","WESTERN","10","WAHKIAKUM","069","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","2,421","8.0"
"CENSUS","2017","END OF DEC","","COUNTY","WASHINGTON","53","WESTERN","10","WHATCOM","073","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","83,543","8.0"
"CENSUS","2017","END OF DEC","","COUNTY","WYOMING","56","NORTHEAST","20","CAMPBELL","005","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","78,310","18.5"
"CENSUS","2017","END OF DEC","","COUNTY","WYOMING","56","NORTHEAST","20","CROOK","011","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","67,640","18.5"
"CENSUS","2017","END OF DEC","","COUNTY","WYOMING","56","NORTHEAST","20","JOHNSON","019","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","63,035","18.5"
"CENSUS","2017","END OF DEC","","COUNTY","WYOMING","56","NORTHEAST","20","SHERIDAN","033","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","65,069","18.5"
"CENSUS","2017","END OF DEC","","COUNTY","WYOMING","56","NORTHEAST","20","WESTON","045","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","44,627","18.5"
