"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2017","END OF DEC","","COUNTY","WYOMING","56","NORTHWEST","10","BIG HORN","003","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","42,978","18.5"
"CENSUS","2017","END OF DEC","","COUNTY","WYOMING","56","NORTHWEST","10","FREMONT","013","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","89,022","18.5"
"CENSUS","2017","END OF DEC","","COUNTY","WYOMING","56","NORTHWEST","10","HOT SPRINGS","017","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","20,972","18.5"
"CENSUS","2017","END OF DEC","","COUNTY","WYOMING","56","NORTHWEST","10","PARK","029","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","41,925","18.5"
"CENSUS","2017","END OF DEC","","COUNTY","WYOMING","56","NORTHWEST","10","WASHAKIE","043","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","30,496","18.5"
"CENSUS","2017","END OF DEC","","COUNTY","WYOMING","56","SOUTH CENTRAL","40","ALBANY","001","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","53,567","18.5"
"CENSUS","2017","END OF DEC","","COUNTY","WYOMING","56","SOUTH CENTRAL","40","CARBON","007","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","95,767","18.5"
"CENSUS","2017","END OF DEC","","COUNTY","WYOMING","56","SOUTH CENTRAL","40","NATRONA","025","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","55,824","18.5"
"CENSUS","2017","END OF DEC","","COUNTY","WYOMING","56","SOUTH CENTRAL","40","SWEETWATER","037","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","21,554","18.5"
"CENSUS","2017","END OF DEC","","COUNTY","WYOMING","56","SOUTHEAST","50","CONVERSE","009","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","66,320","18.5"
"CENSUS","2017","END OF DEC","","COUNTY","WYOMING","56","SOUTHEAST","50","GOSHEN","015","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","124,186","18.5"
"CENSUS","2017","END OF DEC","","COUNTY","WYOMING","56","SOUTHEAST","50","LARAMIE","021","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","80,617","18.5"
"CENSUS","2017","END OF DEC","","COUNTY","WYOMING","56","SOUTHEAST","50","NIOBRARA","027","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","59,317","18.5"
"CENSUS","2017","END OF DEC","","COUNTY","WYOMING","56","SOUTHEAST","50","PLATTE","031","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","64,118","18.5"
"CENSUS","2017","END OF DEC","","COUNTY","WYOMING","56","WEST","30","LINCOLN","023","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","43,358","18.5"
"CENSUS","2017","END OF DEC","","COUNTY","WYOMING","56","WEST","30","SUBLETTE","035","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","57,479","18.5"
"CENSUS","2017","END OF DEC","","COUNTY","WYOMING","56","WEST","30","TETON","039","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","3,949","18.5"
"CENSUS","2017","END OF DEC","","COUNTY","WYOMING","56","WEST","30","UINTA","041","","","00000000","","CATTLE","CATTLE, INCL CALVES - INVENTORY","TOTAL","NOT SPECIFIED","38,737","18.5"
